Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-114.88,49.75,SPARWOOD,1157630,1990/6/26,1990,6,26,,26.2,,6.6,,16.4,,1.6,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/27,1990,6,27,,23.2,,6.9,,15.1,,2.9,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/28,1990,6,28,,20,,5.6,,12.8,,5.2,,0,,1.4,,0,,1.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/29,1990,6,29,,25.9,,3.5,,14.7,,3.3,,0,,2,,0,,2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/30,1990,6,30,,26.6,,10.1,,18.4,,0,,0.4,,0.2,,0,,0.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/1,1990,7,1,,26,,7.7,,16.9,,1.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/2,1990,7,2,,22.1,,7.7,,14.9,,3.1,,0,,5,,0,,5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/3,1990,7,3,,18.7,,8.6,,13.7,,4.3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/4,1990,7,4,,20.4,,9.2,,14.8,,3.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/5,1990,7,5,,22.4,,7.2,,14.8,,3.2,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/6,1990,7,6,,18.5,,9.1,,13.8,,4.2,,0,,10,,0,,10,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/7,1990,7,7,,18.3,,8,,13.2,,4.8,,0,,1.7,,0,,1.7,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/8,1990,7,8,,25.6,,4,,14.8,,3.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/9,1990,7,9,,27.5,,5.5,,16.5,,1.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/10,1990,7,10,,29.6,,7,,18.3,,0,,0.3,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/11,1990,7,11,,31.9,,7.5,,19.7,,0,,1.7,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/12,1990,7,12,,30.4,,10.1,,20.3,,0,,2.3,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/13,1990,7,13,,30.2,,11.6,,20.9,,0,,2.9,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/14,1990,7,14,,26.7,,8.1,,17.4,,0.6,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/15,1990,7,15,,28.5,,9.2,,18.9,,0,,0.9,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/16,1990,7,16,,27.3,,8,,17.7,,0.3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/17,1990,7,17,,26.8,,7.5,,17.2,,0.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/18,1990,7,18,,21.3,,11.5,,16.4,,1.6,,0,,5,,0,,5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/19,1990,7,19,,15.4,,11.2,,13.3,,4.7,,0,,0.8,,0,,0.8,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/20,1990,7,20,,18.9,,3.5,,11.2,,6.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/21,1990,7,21,,25.2,,5.2,,15.2,,2.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/22,1990,7,22,,27.7,,6.3,,17,,1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/23,1990,7,23,,26.9,,6.3,,16.6,,1.4,,0,,2,,0,,2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/24,1990,7,24,,23.6,,11.7,,17.7,,0.3,,0,,11.5,,0,,11.5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/25,1990,7,25,,14.4,,11,,12.7,,5.3,,0,,27.2,,0,,27.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/26,1990,7,26,,14.6,,10,,12.3,,5.7,,0,,8.3,,0,,8.3,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/27,1990,7,27,,22.7,,10,,16.4,,1.6,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/28,1990,7,28,,24,,11.8,,17.9,,0.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/29,1990,7,29,,25,,11.4,,18.2,,0,,0.2,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/30,1990,7,30,,28.7,,7.8,,18.3,,0,,0.3,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/7/31,1990,7,31,,24.7,,10.4,,17.6,,0.4,,0,,2.2,,0,,2.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/1,1990,8,1,,24,,6.3,,15.2,,2.8,,0,,1,,0,,1,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/2,1990,8,2,,22.3,,8.5,,15.4,,2.6,,0,,2.1,,0,,2.1,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/3,1990,8,3,,24.6,,5,,14.8,,3.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/4,1990,8,4,,27.5,,6,,16.8,,1.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/5,1990,8,5,,29,,6.4,,17.7,,0.3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/6,1990,8,6,,31.4,,7.5,,19.5,,0,,1.5,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/7,1990,8,7,,30.3,,6.8,,18.6,,0,,0.6,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/8,1990,8,8,,28.5,,6.7,,17.6,,0.4,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/9,1990,8,9,,29.3,,7.4,,18.4,,0,,0.4,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/10,1990,8,10,,28.5,,8.5,,18.5,,0,,0.5,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/11,1990,8,11,,27.1,,10.9,,19,,0,,1,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/12,1990,8,12,,28.8,,8.7,,18.8,,0,,0.8,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/13,1990,8,13,,31.2,,8.4,,19.8,,0,,1.8,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/14,1990,8,14,,31.5,,10.4,,21,,0,,3,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/15,1990,8,15,,31.2,,7.5,,19.4,,0,,1.4,,0.4,,0,,0.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/16,1990,8,16,,26.2,,9.6,,17.9,,0.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/17,1990,8,17,,25.1,,12.2,,18.7,,0,,0.7,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/18,1990,8,18,,24,,11.3,,17.7,,0.3,,0,,1.2,,0,,1.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/19,1990,8,19,,18.7,,11.1,,14.9,,3.1,,0,,1.8,,0,,1.8,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/20,1990,8,20,,24.4,,13.8,,19.1,,0,,1.1,,1.8,,0,,1.8,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/21,1990,8,21,,20.9,,11.5,,16.2,,1.8,,0,,1.2,,0,,1.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/22,1990,8,22,,19.4,,12.5,,16,,2,,0,,3.4,,0,,3.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/23,1990,8,23,,19,,11.2,,15.1,,2.9,,0,,0.6,,0,,0.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/24,1990,8,24,,15.7,,8.4,,12.1,,5.9,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/25,1990,8,25,,11.2,,4.5,,7.9,,10.1,,0,,5,,0,,5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/26,1990,8,26,,17.7,,5.6,,11.7,,6.3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/27,1990,8,27,,19.3,,1.6,,10.5,,7.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/28,1990,8,28,,24.1,,3,,13.6,,4.4,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/29,1990,8,29,,26.3,,4,,15.2,,2.8,,0,,1,,0,,1,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/30,1990,8,30,,16.9,,12.1,,14.5,,3.5,,0,,0.8,,0,,0.8,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/8/31,1990,8,31,,17.9,,11,,14.5,,3.5,,0,,0.3,,0,,0.3,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/1,1990,9,1,,21.8,,3,,12.4,,5.6,,0,,0.2,,0,,0.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/2,1990,9,2,,24.1,,0.8,,12.5,,5.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/3,1990,9,3,,23.4,,5.8,,14.6,,3.4,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/4,1990,9,4,,26.2,,3.6,,14.9,,3.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/5,1990,9,5,,27.9,,2.7,,15.3,,2.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/6,1990,9,6,,28.1,,4.1,,16.1,,1.9,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/7,1990,9,7,,28.1,,1.2,,14.7,,3.3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/8,1990,9,8,,27.5,,1.2,,14.4,,3.6,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/9,1990,9,9,,27,,5.4,,16.2,,1.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/10,1990,9,10,,26.9,,2,,14.5,,3.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/11,1990,9,11,,27.2,,3.2,,15.2,,2.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/12,1990,9,12,,24.3,,3.8,,14.1,,3.9,,0,,2,,0,,2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/13,1990,9,13,,20.9,,1.3,,11.1,,6.9,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/14,1990,9,14,,26.7,,-0.2,,13.3,,4.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/15,1990,9,15,,24.7,,3.2,,14,,4,,0,,0.7,,0,,0.7,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/16,1990,9,16,,14.2,,9.1,,11.7,,6.3,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/17,1990,9,17,,19.4,,2,,10.7,,7.3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/18,1990,9,18,,21,,-0.8,,10.1,,7.9,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/19,1990,9,19,,22.1,,-0.5,,10.8,,7.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/20,1990,9,20,,20.3,,5.2,,12.8,,5.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/21,1990,9,21,,22.4,,-0.9,,10.8,,7.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/22,1990,9,22,,24.4,,0.6,,12.5,,5.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/23,1990,9,23,,26.1,,-0.9,,12.6,,5.4,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/24,1990,9,24,,26.2,,1.1,,13.7,,4.3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/25,1990,9,25,,26.3,,1.5,,13.9,,4.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/26,1990,9,26,,20.5,,7.5,,14,,4,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/27,1990,9,27,,21.4,,0.2,,10.8,,7.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/28,1990,9,28,,19.6,,-0.9,,9.4,,8.6,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/29,1990,9,29,,23.6,,1.3,,12.5,,5.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/9/30,1990,9,30,,20.2,,0.4,,10.3,,7.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/1,1990,10,1,,16,,-0.3,,7.9,,10.1,,0,,6.7,,0,,6.7,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/2,1990,10,2,,9.9,,2.7,,6.3,,11.7,,0,,0.2,,0,T,0.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/3,1990,10,3,,9.4,,2.4,,5.9,,12.1,,0,,15.9,,0,T,15.9,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/4,1990,10,4,,11.3,,4.4,,7.9,,10.1,,0,,38.4,,0,,38.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/5,1990,10,5,,8.6,,2.8,,5.7,,12.3,,0,,0.6,,0,T,0.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/6,1990,10,6,,3.4,,-2,,0.7,,17.3,,0,,0,,4.4,,3.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/7,1990,10,7,,7.4,,-7.2,,0.1,,17.9,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/8,1990,10,8,,9,,-3.8,,2.6,,15.4,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/9,1990,10,9,,11.2,,5.4,,8.3,,9.7,,0,,6.2,,0,,6.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/10,1990,10,10,,6.4,,2.5,,4.5,,13.5,,0,,0.2,,0,T,0.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/11,1990,10,11,,7.5,,-5.4,,1.1,,16.9,,0,,0,T,3.2,,3.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/12,1990,10,12,,6.2,,0.4,,3.3,,14.7,,0,,0.8,,0.2,,1,,2,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/13,1990,10,13,,7.2,,1.1,,4.2,,13.8,,0,,0,,0.3,,0.3,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/14,1990,10,14,,5.7,,-2.4,,1.7,,16.3,,0,,0,,0,T,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/15,1990,10,15,,3.8,,-0.2,,1.8,,16.2,,0,,0,T,0,T,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/16,1990,10,16,,4.3,,-1.7,,1.3,,16.7,,0,,0,,1,,0.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/17,1990,10,17,,4.6,,-7.6,,-1.5,,19.5,,0,,1,,2,,3,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/18,1990,10,18,,3.4,,0.2,,1.8,,16.2,,0,,2,,0,T,2,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/19,1990,10,19,,6.8,,1.4,,4.1,,13.9,,0,,0,,0,T,0,T,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/20,1990,10,20,,6.2,,-7.1,,-0.5,,18.5,,0,,0,,2,,2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/21,1990,10,21,,4.1,,0,,2.1,,15.9,,0,,0,T,0,T,0,T,2,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/22,1990,10,22,,6.2,,2.3,,4.3,,13.7,,0,,0,,0,T,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/23,1990,10,23,,7,,-2.7,,2.2,,15.8,,0,,0,,0,T,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/24,1990,10,24,,12.8,,0.5,,6.7,,11.3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/25,1990,10,25,,17.2,,-1,,8.1,,9.9,,0,,12.2,,0,,12.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/26,1990,10,26,,10.2,,5.5,,7.9,,10.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/27,1990,10,27,,11.7,,-5.3,,3.2,,14.8,,0,,3.2,,0,,3.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/28,1990,10,28,,8.7,,1.5,,5.1,,12.9,,0,,2.6,,0,T,2.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/29,1990,10,29,,8.9,,1.3,,5.1,,12.9,,0,,0.7,,0,,0.7,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/30,1990,10,30,,5.9,,-1.8,,2.1,,15.9,,0,,14.5,,0,,14.5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/10/31,1990,10,31,,7.7,,2.4,,5.1,,12.9,,0,,1.8,,3.8,,5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/1,1990,11,1,,1.9,,-0.5,,0.7,,17.3,,0,,0,,5.4,,3,,4,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/2,1990,11,2,,1.1,,-6.9,,-2.9,,20.9,,0,,0,,0,T,0,T,4,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/3,1990,11,3,,0.5,,-11,,-5.3,,23.3,,0,,0,,1,,1,,1,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/4,1990,11,4,,4.3,,-1.7,,1.3,,16.7,,0,,0,T,0,T,0,T,1,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/5,1990,11,5,,-2.3,,-3,,-2.7,,20.7,,0,,0,,0,T,0,T,1,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/6,1990,11,6,,-1,,-11.8,,-6.4,,24.4,,0,,0,,3.5,,1.2,,1,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/7,1990,11,7,,2.6,,-2.4,,0.1,,17.9,,0,,0,,0.4,,0.4,,4,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/8,1990,11,8,,4.7,,-0.1,,2.3,,15.7,,0,,2.8,,5.3,,5.4,,3,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/9,1990,11,9,,6.3,,0.3,,3.3,,14.7,,0,,24.6,E,0,,24.6,E,3,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/10,1990,11,10,,9.2,,4.7,,7,,11,,0,,12.4,,0,,12.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/11,1990,11,11,,11.8,,6.5,,9.2,,8.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/12,1990,11,12,,14.7,,7,,10.9,,7.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/13,1990,11,13,,13.8,,5,,9.4,,8.6,,0,,9.4,,0,T,9.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/14,1990,11,14,,4.5,,-0.5,,2,,16,,0,,0,,0,T,0,T,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/15,1990,11,15,,3.8,,-0.9,,1.5,,16.5,,0,,0,,0,T,0,T,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/16,1990,11,16,,6.1,,1,,3.6,,14.4,,0,,0,,0,T,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/17,1990,11,17,,3.9,,0.1,,2,,16,,0,,0.3,,0,T,0.3,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/18,1990,11,18,,2.8,,-1.3,,0.8,,17.2,,0,,0,,0,T,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/19,1990,11,19,,0.6,,-2,,-0.7,,18.7,,0,,0,,0,T,0,T,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/20,1990,11,20,,0.3,,-6,,-2.9,,20.9,,0,,0,,0.9,,0.7,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/21,1990,11,21,,1.4,,-5.1,,-1.9,,19.9,,0,,2,,4,,6,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/22,1990,11,22,,6.3,,-2.5,,1.9,,16.1,,0,,12.6,,0,T,12.6,,3,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/23,1990,11,23,,5.5,,1.5,,3.5,,14.5,,0,,26.4,,0,,26.4,,,M,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/24,1990,11,24,,-4.4,,-6.8,,-5.6,,23.6,,0,,0,,41,,37.1,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/25,1990,11,25,,-9.4,,-10,,-9.7,,27.7,,0,,0,,7.2,,4.8,,34,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/26,1990,11,26,,-5.4,,-16.3,,-10.9,,28.9,,0,,0,,3.2,,1.8,,33,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/27,1990,11,27,,-4.2,,-10.2,,-7.2,,25.2,,0,,0,,0,T,0,T,32,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/28,1990,11,28,,0.8,,-18.3,,-8.8,,26.8,,0,,0,,4,,2.2,,31,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/29,1990,11,29,,2,,-2.5,,-0.3,,18.3,,0,,0,T,9.6,,6,,29,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/11/30,1990,11,30,,-2.5,,-7,,-4.8,,22.8,,0,,0,,2.4,,1.4,,34,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/1,1990,12,1,,-6.2,,-9.5,,-7.9,,25.9,,0,,0,,2.6,,2.2,,33,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/2,1990,12,2,,-2.8,,-13.2,,-8,,26,,0,,0,,2,,0.8,,32,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/3,1990,12,3,,2.6,,-7.1,,-2.3,,20.3,,0,,0,,1,,0.3,,33,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/4,1990,12,4,,3.2,,-0.9,,1.2,,16.8,,0,,0,T,8.2,,5.5,,24,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/5,1990,12,5,,0.3,,-2,,-0.9,,18.9,,0,,0,,0,T,0,T,26,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/6,1990,12,6,,2,,-5.7,,-1.9,,19.9,,0,,0,,0,,0,,25,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/7,1990,12,7,,3,,-8.7,,-2.9,,20.9,,0,,0,,0,,0,,24,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/8,1990,12,8,,3.2,,-1.5,,0.9,,17.1,,0,,6.8,E,3.4,E,10,E,24,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/9,1990,12,9,,2.9,,0.6,,1.8,,16.2,,0,,7,E,1,E,8,E,23,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/10,1990,12,10,,1.7,,0.6,,1.2,,16.8,,0,,1.6,E,1.8,E,3.4,E,17,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/11,1990,12,11,,0.4,,-1.2,,-0.4,,18.4,,0,,0,,6.8,,3.2,,16,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/12,1990,12,12,,-6.8,,-14.7,,-10.8,,28.8,,0,,0,,0.4,,0,T,20,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/13,1990,12,13,,-8.1,,-13.6,,-10.9,,28.9,,0,,0,,1.4,,0.3,,,M,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/14,1990,12,14,,-4.5,,-18,,-11.3,,29.3,,0,,0,,0.8,,0,T,20,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/15,1990,12,15,,-3,,-5.5,,-4.3,,22.3,,0,,0,,2.9,,1.7,,21,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/16,1990,12,16,,-3.9,,-10.9,,-7.4,,25.4,,0,,0,,0,T,0,T,23,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/17,1990,12,17,,-1.5,,-13.5,,-7.5,,25.5,,0,,0,,7.5,,4,,22,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/18,1990,12,18,,-15.6,,-20.6,,-18.1,,36.1,,0,,0,,0,T,0,T,21,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/19,1990,12,19,,-23.2,,-26.3,,-24.8,,42.8,,0,,0,,0,,0,,20,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/12/20,1990,12,20,,-19.8,,-25.3,,-22.6,,40.6,,0,,0,,0,,0,,20,,,,,
