Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-114.88,49.75,SPARWOOD,1157630,1996/5/11,1996,5,11,,8.9,,0.3,,4.6,,13.4,,0,,0.6,,0,,0.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/12,1996,5,12,,15.2,,4.2,,9.7,,8.3,,0,,0.4,,0,,0.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/13,1996,5,13,,13.9,,4.8,,9.4,,8.6,,0,,0.7,,0,,0.7,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/14,1996,5,14,,14,,6.6,,10.3,,7.7,,0,,1.7,,0,,1.7,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/15,1996,5,15,,10.4,,4.8,,7.6,,10.4,,0,,1.8,,0,,1.8,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/16,1996,5,16,,16.9,,4.6,,10.8,,7.2,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/17,1996,5,17,,17,,1.8,,9.4,,8.6,,0,,3.2,,0,,3.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/18,1996,5,18,,15.5,,5.8,,10.7,,7.3,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/19,1996,5,19,,14.8,,4.9,,9.9,,8.1,,0,,0.2,,0,,0.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/20,1996,5,20,,13.2,,4,,8.6,,9.4,,0,,0.2,,0,,0.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/21,1996,5,21,,16.1,,-2.3,,6.9,,11.1,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/22,1996,5,22,,10.1,,6.4,,8.3,,9.7,,0,,28.7,,0,,28.7,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/23,1996,5,23,,12.8,,0.3,,6.6,,11.4,,0,,0.2,,0,,0.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/24,1996,5,24,,17.8,,-1.6,,8.1,,9.9,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/25,1996,5,25,,22.3,,-0.6,,10.9,,7.1,,0,,5,,0,,5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/26,1996,5,26,,16.9,,4,,10.5,,7.5,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/27,1996,5,27,,19.5,,1.9,,10.7,,7.3,,0,,6.4,,0,,6.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/28,1996,5,28,,9.9,,6.4,,8.2,,9.8,,0,,5.4,,0,,5.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/29,1996,5,29,,13.1,,5.7,,9.4,,8.6,,0,,0.6,,0,,0.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/30,1996,5,30,,10,,2.2,,6.1,,11.9,,0,,2.2,,0,,2.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/5/31,1996,5,31,,11,,3.4,,7.2,,10.8,,0,,1.4,,0,,1.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/1,1996,6,1,,20,,2.5,,11.3,,6.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/2,1996,6,2,,22.5,,3.5,,13,,5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/3,1996,6,3,,21.9,,4.1,,13,,5,,0,,8.4,,0,,8.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/4,1996,6,4,,18.5,,6.8,,12.7,,5.3,,0,,3.2,,0,,3.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/5,1996,6,5,,19.9,,0.9,,10.4,,7.6,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/6,1996,6,6,,21.9,,0.7,,11.3,,6.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/7,1996,6,7,,28.3,,3.4,,15.9,,2.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/8,1996,6,8,,25.7,,9,,17.4,,0.6,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/9,1996,6,9,,21.6,,4.2,,12.9,,5.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/10,1996,6,10,,20.5,,5.4,,13,,5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/11,1996,6,11,,19.5,,10.1,,14.8,,3.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/12,1996,6,12,,21.9,,-0.2,,10.9,,7.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/13,1996,6,13,,24.6,,1.9,,13.3,,4.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/14,1996,6,14,,24,,3.3,,13.7,,4.3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/15,1996,6,15,,25.8,,4.2,,15,,3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/16,1996,6,16,,24.6,,5.2,,14.9,,3.1,,0,,7.4,,0,,7.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/17,1996,6,17,,17.5,,9,,13.3,,4.7,,0,,0.9,,0,,0.9,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/18,1996,6,18,,8.2,,2.9,,5.6,,12.4,,0,,0.2,,0,,0.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/19,1996,6,19,,16,,6.1,,11.1,,6.9,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/20,1996,6,20,,21,,0,E,10.5,E,7.5,E,0,E,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/21,1996,6,21,,17.9,,4.6,,11.3,,6.7,,0,,5.6,,0,,5.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/22,1996,6,22,,10,,6,,8,,10,,0,,4,,0,,4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/23,1996,6,23,,15.5,,4.7,,10.1,,7.9,,0,,14.2,,0,,14.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/24,1996,6,24,,12.8,,7.5,,10.2,,7.8,,0,,3.3,,0,,3.3,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/25,1996,6,25,,19.3,,4,,11.7,,6.3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/26,1996,6,26,,20.9,,6.8,,13.9,,4.1,,0,,1.7,,0,,1.7,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/27,1996,6,27,,18,,8,,13,,5,,0,,6.4,,0,,6.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/28,1996,6,28,,16.5,,9,,12.8,,5.2,,0,,1.2,,0,,1.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/29,1996,6,29,,19.7,,8.9,,14.3,,3.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/6/30,1996,6,30,,23.4,,4.4,,13.9,,4.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/1,1996,7,1,,26,,4.6,,15.3,,2.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/2,1996,7,2,,28.5,,7,,17.8,,0.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/3,1996,7,3,,28.2,,10.5,,19.4,,0,,1.4,,0.2,,0,,0.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/4,1996,7,4,,22.6,,12.1,,17.4,,0.6,,0,,3,,0,,3,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/5,1996,7,5,,19.5,,7.8,,13.7,,4.3,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/6,1996,7,6,,23.2,,0.5,,11.9,,6.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/7,1996,7,7,,25.5,,0.6,,13.1,,4.9,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/8,1996,7,8,,25.1,,4.9,,15,,3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/9,1996,7,9,,27.7,,7,,17.4,,0.6,,0,,6.2,,0,,6.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/10,1996,7,10,,23.3,,8.6,,16,,2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/11,1996,7,11,,24.2,,3.4,,13.8,,4.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/12,1996,7,12,,26.7,,5.2,,16,,2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/13,1996,7,13,,27.3,,5.9,,16.6,,1.4,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/14,1996,7,14,,29.1,,6.1,,17.6,,0.4,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/15,1996,7,15,,30.5,,6.7,,18.6,,0,,0.6,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/16,1996,7,16,,28.4,,9.5,,19,,0,,1,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/17,1996,7,17,,28,,9.3,,18.7,,0,,0.7,,6.8,,0,,6.8,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/18,1996,7,18,,17.4,,10,,13.7,,4.3,,0,,2,,0,,2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/19,1996,7,19,,12,,4.5,,8.3,,9.7,,0,,4.2,,0,,4.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/20,1996,7,20,,16.5,,6,,11.3,,6.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/21,1996,7,21,,22,,8.8,,15.4,,2.6,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/22,1996,7,22,,25.5,,3.4,,14.5,,3.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/23,1996,7,23,,28.1,,6.4,,17.3,,0.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/24,1996,7,24,,29.1,,8.1,,18.6,,0,,0.6,,1.9,,0,,1.9,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/25,1996,7,25,,22.5,,11.4,,17,,1,,0,,9.8,,0,,9.8,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/26,1996,7,26,,26.4,,9,,17.7,,0.3,,0,,3.7,,0,,3.7,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/27,1996,7,27,,28.8,,10.2,,19.5,,0,,1.5,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/28,1996,7,28,,30.6,,10.2,,20.4,,0,,2.4,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/29,1996,7,29,,25.6,,11,,18.3,,0,,0.3,,5,,0,,5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/30,1996,7,30,,25.7,,14.4,,20.1,,0,,2.1,,6.2,,0,,6.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/7/31,1996,7,31,,26.1,,11.1,,18.6,,0,,0.6,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/1,1996,8,1,,26.9,,5.1,,16,,2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/2,1996,8,2,,21.5,,4.5,,13,,5,,0,,0.3,,0,,0.3,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/3,1996,8,3,,13.4,,8.5,,11,,7,,0,,0.4,,0,,0.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/4,1996,8,4,,11.8,,9,,10.4,,7.6,,0,,2.6,,0,,2.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/5,1996,8,5,,13.8,,6.8,,10.3,,7.7,,0,,2.3,,0,,2.3,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/6,1996,8,6,,17.4,,5,,11.2,,6.8,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/7,1996,8,7,,24.2,,2.3,,13.3,,4.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/8,1996,8,8,,26.6,,4.5,,15.6,,2.4,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/9,1996,8,9,,29.4,,4.9,,17.2,,0.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/10,1996,8,10,,29.9,,5.2,,17.6,,0.4,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/11,1996,8,11,,31.6,,6.2,,18.9,,0,,0.9,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/12,1996,8,12,,26.7,,13,,19.9,,0,,1.9,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/13,1996,8,13,,27.9,,4.3,,16.1,,1.9,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/14,1996,8,14,,26.8,,4.9,,15.9,,2.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/15,1996,8,15,,27.4,,7.9,,17.7,,0.3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/16,1996,8,16,,26.9,,5.7,,16.3,,1.7,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/17,1996,8,17,,23.7,,10.8,,17.3,,0.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/18,1996,8,18,,21.7,,0.9,,11.3,,6.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/19,1996,8,19,,21.4,,1.5,,11.5,,6.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/20,1996,8,20,,17,,6,,11.5,,6.5,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/21,1996,8,21,,19.5,,1,,10.3,,7.7,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/22,1996,8,22,,24,,3,,13.5,,4.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/23,1996,8,23,,28.8,,3.9,,16.4,,1.6,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/24,1996,8,24,,28.7,,4.9,,16.8,,1.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/25,1996,8,25,,31.1,,5.1,,18.1,,0,,0.1,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/26,1996,8,26,,29.7,,3.1,,16.4,,1.6,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/27,1996,8,27,,32.1,,4.5,,18.3,,0,,0.3,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/28,1996,8,28,,28,,10.5,,19.3,,0,,1.3,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/29,1996,8,29,,28,,8.5,,18.3,,0,,0.3,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/30,1996,8,30,,29.7,,6.5,,18.1,,0,,0.1,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/8/31,1996,8,31,,20.5,,13.5,,17,,1,,0,,0.9,,0,,0.9,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/1,1996,9,1,,19.5,,2.4,,11,,7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/2,1996,9,2,,20,,-0.5,,9.8,,8.2,,0,,0.2,,0,,0.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/3,1996,9,3,,12.5,,5.4,,9,,9,,0,,3.7,,0,,3.7,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/4,1996,9,4,,10.2,,7,,8.6,,9.4,,0,,5,,0,,5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/5,1996,9,5,,12,,3.5,,7.8,,10.2,,0,,0.6,,0,,0.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/6,1996,9,6,,11.7,,4.4,,8.1,,9.9,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/7,1996,9,7,,14.2,,6.7,,10.5,,7.5,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/8,1996,9,8,,17.9,,9.5,,13.7,,4.3,,0,,2.9,,0,,2.9,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/9,1996,9,9,,17.5,,6.5,,12,,6,,0,,2.5,,0,,2.5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/10,1996,9,10,,23.9,,3,,13.5,,4.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/11,1996,9,11,,27.1,,2.9,,15,,3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/12,1996,9,12,,26.2,,3.3,,14.8,,3.2,,0,,0.2,,0,,0.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/13,1996,9,13,,23.7,,8.2,,16,,2,,0,,0.5,,0,,0.5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/14,1996,9,14,,14.8,,10,,12.4,,5.6,,0,,0.5,,0,,0.5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/15,1996,9,15,,11.6,,2.5,,7.1,,10.9,,0,,1.2,,0,,1.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/16,1996,9,16,,13.8,,5,,9.4,,8.6,,0,,1,,0,,1,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/17,1996,9,17,,9.4,,3.7,,6.6,,11.4,,0,,22.2,,0,,22.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/18,1996,9,18,,8.9,,1.5,,5.2,,12.8,,0,,1.8,,0,,1.8,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/19,1996,9,19,,10,,6.9,,8.5,,9.5,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/20,1996,9,20,,9,,1.1,,5.1,,12.9,,0,,4.4,,0,,4.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/21,1996,9,21,,11.5,,0.5,,6,,12,,0,,5.1,,0,,5.1,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/22,1996,9,22,,7.2,,1.5,,4.4,,13.6,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/23,1996,9,23,,10.5,,-0.2,,5.2,,12.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/24,1996,9,24,,12,,-5.3,,3.4,,14.6,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/25,1996,9,25,,12.5,,-3.9,,4.3,,13.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/26,1996,9,26,,12,,-5,,3.5,,14.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/27,1996,9,27,,17,,-2.5,,7.3,,10.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/28,1996,9,28,,21.4,,8.1,,14.8,,3.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/29,1996,9,29,,20.8,,1.5,,11.2,,6.8,,0,,1.9,,0,,1.9,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/9/30,1996,9,30,,11.5,,4.5,,8,,10,,0,,4.1,,0,,4.1,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/1,1996,10,1,,7,,3,,5,,13,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/2,1996,10,2,,14.6,,-4.2,,5.2,,12.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/3,1996,10,3,,19.2,,-2.5,,8.4,,9.6,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/4,1996,10,4,,19.2,,-1.5,,8.9,,9.1,,0,,2.2,,0,,2.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/5,1996,10,5,,13.5,,8.5,,11,,7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/6,1996,10,6,,17.5,,-1.5,,8,,10,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/7,1996,10,7,,17.1,,-0.5,,8.3,,9.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/8,1996,10,8,,18.9,,-1.7,,8.6,,9.4,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/9,1996,10,9,,19.5,,-1.7,,8.9,,9.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/10,1996,10,10,,21.2,,-1.4,,9.9,,8.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/11,1996,10,11,,14.2,,7,,10.6,,7.4,,0,,1.3,,0,,1.3,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/12,1996,10,12,,12.7,,7.3,,10,,8,,0,,1.2,,0,,1.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/13,1996,10,13,,12.9,,0.2,,6.6,,11.4,,0,,1.2,,0,,1.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/14,1996,10,14,,7.1,,3,,5.1,,12.9,,0,,5.6,,0,,5.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/15,1996,10,15,,8,,1,,4.5,,13.5,,0,,0,T,0,T,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/16,1996,10,16,,5.1,,-1,,2.1,,15.9,,0,,0,,5,,4.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/17,1996,10,17,,2.4,,-9.3,,-3.5,,21.5,,0,,0,,15.8,,13.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/18,1996,10,18,,5.1,,-1.7,,1.7,,16.3,,0,,0,T,3.1,,2.1,,13,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/19,1996,10,19,,5.6,,-4.3,,0.7,,17.3,,0,,0,,0,,0,,1,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/20,1996,10,20,,5.1,,-3.6,,0.8,,17.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/21,1996,10,21,,1.8,,-8.5,,-3.4,,21.4,,0,,0,,7.2,,5.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/22,1996,10,22,,5.5,,-1,,2.3,,15.7,,0,,0,,0,T,0,T,3,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/23,1996,10,23,,3,,-6,,-1.5,,19.5,,0,,0,,2,,1.1,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/24,1996,10,24,,5.2,,0,,2.6,,15.4,,0,,0,,0,T,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/25,1996,10,25,,6.6,,-6.3,,0.2,,17.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/26,1996,10,26,,4.1,,-8.2,,-2.1,,20.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/27,1996,10,27,,3.7,,-8.1,,-2.2,,20.2,,0,,0,T,0,T,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/28,1996,10,28,,4.6,,0.9,,2.8,,15.2,,0,,3.4,,0,,3.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/29,1996,10,29,,0.6,,-6.7,,-3.1,,21.1,,0,,0,,0,T,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/30,1996,10,30,,2.1,,-9.3,,-3.6,,21.6,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/10/31,1996,10,31,,2,,-11,,-4.5,,22.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/11/1,1996,11,1,,4,,-11.5,,-3.8,,21.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/11/2,1996,11,2,,8.9,,-8,,0.5,,17.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/11/3,1996,11,3,,5.7,,-3.3,,1.2,,16.8,,0,,0,T,0.6,,0.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/11/4,1996,11,4,,1.6,,-1.6,,0,,18,,0,,0,,16.5,,16.5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/11/5,1996,11,5,,1.4,,-7.3,,-3,,21,,0,,0,,0.5,,0.3,,15,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/11/6,1996,11,6,,2.2,,-3.5,,-0.7,,18.7,,0,,0,,1.3,,1.1,,10,,,,,
-114.88,49.75,SPARWOOD,1157630,1996/11/7,1996,11,7,,2.4,,-6.7,,-2.2,,20.2,,0,,0,,0,,0,,10,,,,,
